Date,Cloud Provider,Service,Department,Project,Region,Environment,Cost,Usage,Unit,Cost Center,Year,Month,Quarter,Month-Year,Optimization Status,Potential Savings
11/1/2023,AWS,RDS,Data Science,Data Lake,ap-southeast-1,Production,467.07,2264.86,units,DAT-451,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,Lambda,Data Science,Data Lake,eu-west-1,Production,63.9,319504637.2,requests,DAT-875,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,Lambda,Data Science,Data Lake,ap-southeast-1,Testing,24.23,121152807,requests,DAT-180,2023,11,4,2023-11,Right-sizing Opportunity,5.39
11/1/2023,AWS,CloudFront,Data Science,Data Lake,us-east-1,Production,85.7,236.02,units,DAT-510,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,CloudFront,Data Science,Data Lake,us-west-2,Production,128.29,997.74,units,DAT-733,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,CloudFront,Data Science,Data Lake,eu-west-1,Production,128.96,742.87,units,DAT-429,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,EBS,Data Science,Data Lake,eu-west-1,Production,351.14,734.21,units,DAT-561,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,Data Transfer,Data Science,Data Lake,us-east-1,Production,128.13,643.7,units,DAT-484,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,Data Transfer,Data Science,Data Lake,us-west-2,Production,196.71,1945.51,units,DAT-455,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,Data Transfer,Data Science,Data Lake,ap-southeast-1,Production,204.82,1568.45,units,DAT-795,2023,11,4,2023-11,Reserved Instance Candidate,62.82
11/1/2023,AWS,EC2,Data Science,Experimentation,us-east-1,Production,886.01,8860.05,instance-hours,DAT-128,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,EC2,Data Science,Experimentation,eu-west-1,Production,793.79,7937.86,instance-hours,DAT-884,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,S3,Data Science,Experimentation,us-east-1,Production,273.09,11873.52,GB-month,DAT-355,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,S3,Data Science,Experimentation,us-west-2,Staging,64.8,2817.24,GB-month,DAT-486,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,S3,Data Science,Experimentation,ap-southeast-1,Development,46.57,2024.92,GB-month,DAT-799,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,RDS,Data Science,Experimentation,us-east-1,Production,482.97,7869.43,units,DAT-813,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,RDS,Data Science,Experimentation,us-west-2,Testing,67.52,210.38,units,DAT-309,2023,11,4,2023-11,Reserved Instance Candidate,20.73
11/1/2023,AWS,RDS,Data Science,Experimentation,eu-west-1,Development,100.77,313.87,units,DAT-406,2023,11,4,2023-11,Right-sizing Opportunity,37.05
11/1/2023,AWS,RDS,Data Science,Experimentation,ap-southeast-1,Production,540.66,1108.12,units,DAT-227,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,Lambda,Data Science,Experimentation,us-east-1,Staging,23.73,118646604.1,requests,DAT-659,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,Lambda,Data Science,Experimentation,us-west-2,Production,137.18,685918591.2,requests,DAT-319,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,Lambda,Data Science,Experimentation,eu-west-1,Production,44.71,223527987.4,requests,DAT-529,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,Lambda,Data Science,Experimentation,ap-southeast-1,Production,76.02,380110898.8,requests,DAT-977,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,CloudFront,Data Science,Experimentation,us-east-1,Production,120.62,376.3,units,DAT-792,2023,11,4,2023-11,Reserved Instance Candidate,38.57
11/1/2023,AWS,CloudFront,Data Science,Experimentation,us-west-2,Production,118.89,312.91,units,DAT-335,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,CloudFront,Data Science,Experimentation,eu-west-1,Development,18.63,40.16,units,DAT-689,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,CloudFront,Data Science,Experimentation,ap-southeast-1,Development,15.4,71.64,units,DAT-511,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,EBS,Data Science,Experimentation,us-east-1,Development,43.77,95.25,units,DAT-980,2023,11,4,2023-11,Right-sizing Opportunity,11.89
11/1/2023,AWS,Data Transfer,Data Science,Experimentation,us-east-1,Production,152.88,560.15,units,DAT-978,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,Data Transfer,Data Science,Experimentation,us-west-2,Staging,61.63,264.94,units,DAT-376,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,ElastiCache,Data Science,Experimentation,us-east-1,Development,57.15,452.9,units,DAT-951,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,ElastiCache,Data Science,Experimentation,eu-west-1,Development,43.42,567.29,units,DAT-602,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,ElastiCache,Data Science,Experimentation,ap-southeast-1,Production,185.42,1744.16,units,DAT-757,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,RDS,Product,Product Analytics,eu-west-1,Production,573.04,5114.14,units,PRO-615,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,Lambda,Product,Product Analytics,us-west-2,Production,92.36,461785890,requests,PRO-581,2023,11,4,2023-11,Reserved Instance Candidate,35.77
11/1/2023,AWS,Lambda,Product,Product Analytics,eu-west-1,Development,21.84,109175312.7,requests,PRO-624,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,Lambda,Product,Product Analytics,ap-southeast-1,Production,210.74,1053680508,requests,PRO-514,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,CloudFront,Product,Product Analytics,us-east-1,Production,124.65,7409.7,units,PRO-357,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,CloudFront,Product,Product Analytics,us-west-2,Development,21.47,70.07,units,PRO-737,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,EBS,Product,Product Analytics,us-east-1,Staging,61.61,191.3,units,PRO-529,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,EBS,Product,Product Analytics,eu-west-1,Production,287.1,3813.34,units,PRO-370,2023,11,4,2023-11,Reserved Instance Candidate,87.05
11/1/2023,AWS,Data Transfer,Product,Product Analytics,eu-west-1,Development,45.41,104.98,units,PRO-338,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,ElastiCache,Product,Product Analytics,eu-west-1,Production,222.91,16404.97,units,PRO-876,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,ElastiCache,Product,Product Analytics,ap-southeast-1,Production,306.15,858.61,units,PRO-606,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,EC2,Product,User Research,eu-west-1,Staging,430.06,4300.64,instance-hours,PRO-263,2023,11,4,2023-11,Potential Waste,224.49
11/1/2023,AWS,EC2,Product,User Research,ap-southeast-1,Testing,232.28,2322.76,instance-hours,PRO-345,2023,11,4,2023-11,Right-sizing Opportunity,67.72
11/1/2023,AWS,S3,Product,User Research,eu-west-1,Production,219.2,9530.48,GB-month,PRO-730,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,S3,Product,User Research,ap-southeast-1,Testing,34.63,1505.6,GB-month,PRO-247,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,RDS,Product,User Research,us-east-1,Production,667.77,1401.29,units,PRO-128,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,RDS,Product,User Research,us-west-2,Development,117.57,484.67,units,PRO-862,2023,11,4,2023-11,Right-sizing Opportunity,43.41
11/1/2023,AWS,RDS,Product,User Research,eu-west-1,Production,509.48,1090.23,units,PRO-516,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,RDS,Product,User Research,ap-southeast-1,Production,513.84,10642.22,units,PRO-607,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,Lambda,Product,User Research,eu-west-1,Production,150.87,754340838.9,requests,PRO-952,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,CloudFront,Product,User Research,us-west-2,Production,69.97,1113.03,units,PRO-948,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,CloudFront,Product,User Research,ap-southeast-1,Production,99.6,372.09,units,PRO-201,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,EBS,Product,User Research,us-west-2,Production,335.86,4038.66,units,PRO-508,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,EBS,Product,User Research,eu-west-1,Staging,46.42,1238.4,units,PRO-255,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,Data Transfer,Product,User Research,us-east-1,Production,251.41,631.23,units,PRO-500,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,Data Transfer,Product,User Research,eu-west-1,Production,230.13,793.79,units,PRO-301,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,Data Transfer,Product,User Research,ap-southeast-1,Staging,44.52,1761.44,units,PRO-447,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,ElastiCache,Product,User Research,us-east-1,Staging,80.16,3243.9,units,PRO-198,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,ElastiCache,Product,User Research,us-west-2,Production,241.17,504.43,units,PRO-676,2023,11,4,2023-11,Reserved Instance Candidate,82.93
11/1/2023,AWS,ElastiCache,Product,User Research,ap-southeast-1,Production,300.31,964.04,units,PRO-191,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,EC2,Product,A/B Testing,us-east-1,Development,267.49,2674.93,instance-hours,PRO-770,2023,11,4,2023-11,Reserved Instance Candidate,80.39
11/1/2023,AWS,EC2,Product,A/B Testing,us-west-2,Production,599.09,5990.87,instance-hours,PRO-211,2023,11,4,2023-11,Reserved Instance Candidate,237.35
11/1/2023,AWS,EC2,Product,A/B Testing,eu-west-1,Development,242.99,2429.86,instance-hours,PRO-679,2023,11,4,2023-11,Right-sizing Opportunity,53.48
11/1/2023,AWS,EC2,Product,A/B Testing,ap-southeast-1,Staging,290.77,2907.67,instance-hours,PRO-177,2023,11,4,2023-11,Potential Waste,222.31
11/1/2023,AWS,S3,Product,A/B Testing,us-west-2,Production,210.01,9130.94,GB-month,PRO-125,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,S3,Product,A/B Testing,ap-southeast-1,Development,35.3,1534.81,GB-month,PRO-826,2023,11,4,2023-11,Right-sizing Opportunity,12.03
11/1/2023,AWS,Lambda,Product,A/B Testing,us-east-1,Production,234.03,1170158472,requests,PRO-927,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,Lambda,Product,A/B Testing,eu-west-1,Development,39,195023525,requests,PRO-565,2023,11,4,2023-11,Right-sizing Opportunity,7.96
11/1/2023,AWS,Lambda,Product,A/B Testing,ap-southeast-1,Production,96.97,484858810.3,requests,PRO-155,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,CloudFront,Product,A/B Testing,us-west-2,Production,68.83,436.32,units,PRO-977,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,EBS,Product,A/B Testing,us-east-1,Production,254.21,776.21,units,PRO-115,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,EBS,Product,A/B Testing,us-west-2,Production,299.39,655.73,units,PRO-376,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,EBS,Product,A/B Testing,ap-southeast-1,Development,57.74,123.13,units,PRO-847,2023,11,4,2023-11,Right-sizing Opportunity,16
11/1/2023,AWS,Data Transfer,Product,A/B Testing,us-east-1,Production,236.88,634.15,units,PRO-556,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,Data Transfer,Product,A/B Testing,eu-west-1,Production,212.95,681.8,units,PRO-313,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,ElastiCache,Product,A/B Testing,us-east-1,Staging,86.33,524.01,units,PRO-330,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,ElastiCache,Product,A/B Testing,eu-west-1,Production,256.78,1078.2,units,PRO-937,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,ElastiCache,Product,A/B Testing,ap-southeast-1,Staging,52.22,107.54,units,PRO-793,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,EC2,Marketing,Marketing Automation,us-east-1,Testing,145.85,1458.45,instance-hours,MAR-947,2023,11,4,2023-11,Right-sizing Opportunity,47.96
11/1/2023,AWS,EC2,Marketing,Marketing Automation,eu-west-1,Production,1361.45,13614.5,instance-hours,MAR-491,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,EC2,Marketing,Marketing Automation,ap-southeast-1,Production,1016.98,10169.79,instance-hours,MAR-688,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,S3,Marketing,Marketing Automation,us-west-2,Testing,34.11,1482.89,GB-month,MAR-695,2023,11,4,2023-11,Right-sizing Opportunity,12.45
11/1/2023,AWS,S3,Marketing,Marketing Automation,ap-southeast-1,Development,38.68,1681.91,GB-month,MAR-653,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,Lambda,Marketing,Marketing Automation,eu-west-1,Staging,24.3,121489944.4,requests,MAR-910,2023,11,4,2023-11,Reserved Instance Candidate,8.9
11/1/2023,AWS,CloudFront,Marketing,Marketing Automation,eu-west-1,Production,100.11,200.39,units,MAR-109,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,CloudFront,Marketing,Marketing Automation,ap-southeast-1,Production,111.28,476.49,units,MAR-124,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,EBS,Marketing,Marketing Automation,us-east-1,Production,239.33,580.58,units,MAR-670,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,EBS,Marketing,Marketing Automation,ap-southeast-1,Production,262.47,1716.9,units,MAR-966,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,Data Transfer,Marketing,Marketing Automation,us-east-1,Production,123.64,785.59,units,MAR-151,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,Data Transfer,Marketing,Marketing Automation,us-west-2,Development,45.99,119.65,units,MAR-943,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,ElastiCache,Marketing,Marketing Automation,us-east-1,Staging,68.05,184.97,units,MAR-230,2023,11,4,2023-11,Potential Waste,38.25
11/1/2023,AWS,EC2,Marketing,Website,us-east-1,Production,1483.13,14831.31,instance-hours,MAR-547,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,EC2,Marketing,Website,us-west-2,Testing,226,2260.02,instance-hours,MAR-140,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,EC2,Marketing,Website,eu-west-1,Production,1007.83,10078.31,instance-hours,MAR-687,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,S3,Marketing,Website,us-east-1,Production,164.92,7170.53,GB-month,MAR-291,2023,11,4,2023-11,Reserved Instance Candidate,59.86
11/1/2023,AWS,S3,Marketing,Website,us-west-2,Development,24.08,1046.99,GB-month,MAR-272,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,S3,Marketing,Website,eu-west-1,Production,145.77,6337.73,GB-month,MAR-861,2023,11,4,2023-11,Reserved Instance Candidate,57.96
11/1/2023,AWS,RDS,Marketing,Website,ap-southeast-1,Production,437.38,992.82,units,MAR-879,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,Lambda,Marketing,Website,us-east-1,Production,213.67,1068332782,requests,MAR-118,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,Lambda,Marketing,Website,us-west-2,Production,144.11,720534496,requests,MAR-912,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,Lambda,Marketing,Website,eu-west-1,Development,31.84,159189553.4,requests,MAR-512,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,Lambda,Marketing,Website,ap-southeast-1,Staging,4.62,23103189.92,requests,MAR-726,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,CloudFront,Marketing,Website,us-east-1,Staging,21.71,74.81,units,MAR-896,2023,11,4,2023-11,Reserved Instance Candidate,8.51
11/1/2023,AWS,CloudFront,Marketing,Website,us-west-2,Production,126.2,945.05,units,MAR-515,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,CloudFront,Marketing,Website,ap-southeast-1,Testing,16.61,38.92,units,MAR-493,2023,11,4,2023-11,Right-sizing Opportunity,5.39
11/1/2023,AWS,EBS,Marketing,Website,us-east-1,Development,53.47,631.93,units,MAR-340,2023,11,4,2023-11,Reserved Instance Candidate,19.59
11/1/2023,AWS,EBS,Marketing,Website,us-west-2,Production,306.57,655.66,units,MAR-859,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,Data Transfer,Marketing,Website,us-west-2,Production,256.64,710.89,units,MAR-145,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,Data Transfer,Marketing,Website,eu-west-1,Staging,48.22,130.61,units,MAR-407,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,Data Transfer,Marketing,Website,ap-southeast-1,Development,35.15,699.07,units,MAR-975,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,ElastiCache,Marketing,Website,us-west-2,Production,250.3,1834.72,units,MAR-350,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,ElastiCache,Marketing,Website,eu-west-1,Production,356.33,1178.36,units,MAR-961,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,EC2,Marketing,Analytics,us-east-1,Staging,114.72,1147.17,instance-hours,MAR-355,2023,11,4,2023-11,Reserved Instance Candidate,36.73
11/1/2023,AWS,EC2,Marketing,Analytics,us-west-2,Development,248.93,2489.33,instance-hours,MAR-840,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,S3,Marketing,Analytics,us-east-1,Production,201.85,8775.9,GB-month,MAR-187,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,S3,Marketing,Analytics,us-west-2,Staging,69,3000.09,GB-month,MAR-668,2023,11,4,2023-11,Reserved Instance Candidate,26.33
11/1/2023,AWS,RDS,Marketing,Analytics,us-east-1,Production,496.58,1706.86,units,MAR-924,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,RDS,Marketing,Analytics,us-west-2,Testing,82.03,798.99,units,MAR-366,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,Lambda,Marketing,Analytics,us-east-1,Production,176.92,884589935.7,requests,MAR-880,2023,11,4,2023-11,Reserved Instance Candidate,67.37
11/1/2023,AWS,Lambda,Marketing,Analytics,us-west-2,Production,309.22,1546088160,requests,MAR-130,2023,11,4,2023-11,Reserved Instance Candidate,95.13
11/1/2023,AWS,Lambda,Marketing,Analytics,eu-west-1,Production,182.24,911205667.3,requests,MAR-688,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,CloudFront,Marketing,Analytics,us-east-1,Staging,24.42,68.79,units,MAR-983,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,CloudFront,Marketing,Analytics,us-west-2,Production,92.35,255.9,units,MAR-197,2023,11,4,2023-11,Reserved Instance Candidate,34.45
11/1/2023,AWS,CloudFront,Marketing,Analytics,eu-west-1,Production,91.59,207.3,units,MAR-838,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,CloudFront,Marketing,Analytics,ap-southeast-1,Production,56.92,146.98,units,MAR-193,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,EBS,Marketing,Analytics,us-west-2,Production,257.27,2161.53,units,MAR-557,2023,11,4,2023-11,Reserved Instance Candidate,93.9
11/1/2023,AWS,EBS,Marketing,Analytics,eu-west-1,Development,63.16,130.4,units,MAR-252,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,Data Transfer,Marketing,Analytics,us-east-1,Production,106.35,591.28,units,MAR-171,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,Data Transfer,Marketing,Analytics,us-west-2,Staging,67.89,149.75,units,MAR-578,2023,11,4,2023-11,Potential Waste,48.94
11/1/2023,AWS,Data Transfer,Marketing,Analytics,eu-west-1,Testing,29.6,91.87,units,MAR-297,2023,11,4,2023-11,Right-sizing Opportunity,6.3
11/1/2023,AWS,Data Transfer,Marketing,Analytics,ap-southeast-1,Production,134.24,288.08,units,MAR-452,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,ElastiCache,Marketing,Analytics,us-west-2,Production,234.2,2657.1,units,MAR-196,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,ElastiCache,Marketing,Analytics,ap-southeast-1,Production,318.07,899.52,units,MAR-209,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,EC2,Sales,CRM,us-east-1,Staging,378.08,3780.78,instance-hours,SAL-171,2023,11,4,2023-11,Potential Waste,270.19
11/1/2023,AWS,S3,Sales,CRM,us-east-1,Production,206.95,8997.91,GB-month,SAL-781,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,S3,Sales,CRM,eu-west-1,Development,39.35,1711.03,GB-month,SAL-162,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,S3,Sales,CRM,ap-southeast-1,Production,209.75,9119.76,GB-month,SAL-156,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,RDS,Sales,CRM,us-east-1,Production,508.61,13990.9,units,SAL-230,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,RDS,Sales,CRM,us-west-2,Staging,113.09,482.15,units,SAL-130,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,RDS,Sales,CRM,eu-west-1,Development,143.93,316.6,units,SAL-305,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,Lambda,Sales,CRM,us-east-1,Development,29.26,146282993.9,requests,SAL-742,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,Lambda,Sales,CRM,us-west-2,Production,159.66,798300883.5,requests,SAL-228,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,Lambda,Sales,CRM,eu-west-1,Testing,20.18,100901932.6,requests,SAL-645,2023,11,4,2023-11,Right-sizing Opportunity,5.25
11/1/2023,AWS,CloudFront,Sales,CRM,us-east-1,Development,16.86,75.53,units,SAL-432,2023,11,4,2023-11,Right-sizing Opportunity,6.72
11/1/2023,AWS,CloudFront,Sales,CRM,us-west-2,Development,19.7,44.1,units,SAL-872,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,CloudFront,Sales,CRM,eu-west-1,Production,61.99,1905.01,units,SAL-996,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,CloudFront,Sales,CRM,ap-southeast-1,Production,162.1,2008.14,units,SAL-550,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,EBS,Sales,CRM,us-east-1,Production,207.44,646.91,units,SAL-492,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,EBS,Sales,CRM,eu-west-1,Staging,65.58,378.82,units,SAL-107,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,EBS,Sales,CRM,ap-southeast-1,Development,50.24,125.2,units,SAL-309,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,Data Transfer,Sales,CRM,us-west-2,Development,47.74,348.08,units,SAL-458,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,Data Transfer,Sales,CRM,eu-west-1,Production,172.91,689.77,units,SAL-519,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,Data Transfer,Sales,CRM,ap-southeast-1,Production,108.31,653.49,units,SAL-203,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,ElastiCache,Sales,CRM,us-west-2,Production,301.48,632.27,units,SAL-503,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,ElastiCache,Sales,CRM,eu-west-1,Production,276.26,1367.12,units,SAL-528,2023,11,4,2023-11,Reserved Instance Candidate,85.69
11/1/2023,AWS,EC2,Sales,Sales Analytics,us-east-1,Production,1199.8,11997.98,instance-hours,SAL-815,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,S3,Sales,Sales Analytics,us-east-1,Production,236.16,10267.9,GB-month,SAL-736,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,S3,Sales,Sales Analytics,ap-southeast-1,Staging,91.66,3985.03,GB-month,SAL-622,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,RDS,Sales,Sales Analytics,us-west-2,Staging,219.44,907.08,units,SAL-949,2023,11,4,2023-11,Reserved Instance Candidate,77.67
11/1/2023,AWS,RDS,Sales,Sales Analytics,eu-west-1,Production,494.16,12528.11,units,SAL-312,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,RDS,Sales,Sales Analytics,ap-southeast-1,Production,685.1,1404.65,units,SAL-211,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,Lambda,Sales,Sales Analytics,us-west-2,Staging,47.65,238252459.5,requests,SAL-408,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,Lambda,Sales,Sales Analytics,ap-southeast-1,Production,165.22,826107378.5,requests,SAL-378,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,CloudFront,Sales,Sales Analytics,us-west-2,Production,59.59,276.61,units,SAL-856,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,CloudFront,Sales,Sales Analytics,ap-southeast-1,Testing,14.83,176.81,units,SAL-444,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,EBS,Sales,Sales Analytics,us-west-2,Production,230.67,620.52,units,SAL-464,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,EBS,Sales,Sales Analytics,eu-west-1,Production,321.07,812.9,units,SAL-117,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,Data Transfer,Sales,Sales Analytics,us-west-2,Production,227.48,553.47,units,SAL-884,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,Data Transfer,Sales,Sales Analytics,eu-west-1,Staging,19.5,62.9,units,SAL-892,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,Data Transfer,Sales,Sales Analytics,ap-southeast-1,Staging,51.31,189.82,units,SAL-574,2023,11,4,2023-11,Potential Waste,31.23
11/1/2023,AWS,ElastiCache,Sales,Sales Analytics,us-east-1,Development,59.02,268,units,SAL-414,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,ElastiCache,Sales,Sales Analytics,us-west-2,Staging,69.61,175.51,units,SAL-612,2023,11,4,2023-11,Potential Waste,55.48
11/1/2023,AWS,ElastiCache,Sales,Sales Analytics,ap-southeast-1,Production,276.16,6616.51,units,SAL-629,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,EC2,Sales,Lead Scoring,us-east-1,Development,228.35,2283.53,instance-hours,SAL-649,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,EC2,Sales,Lead Scoring,us-west-2,Production,1138.82,11388.2,instance-hours,SAL-365,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,EC2,Sales,Lead Scoring,ap-southeast-1,Development,189.77,1897.74,instance-hours,SAL-936,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,S3,Sales,Lead Scoring,us-east-1,Production,156.32,6796.64,GB-month,SAL-193,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,S3,Sales,Lead Scoring,us-west-2,Development,32.05,1393.48,GB-month,SAL-418,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,S3,Sales,Lead Scoring,eu-west-1,Development,47.18,2051.29,GB-month,SAL-184,2023,11,4,2023-11,Right-sizing Opportunity,16.91
11/1/2023,AWS,RDS,Sales,Lead Scoring,us-east-1,Development,110.5,1623.91,units,SAL-511,2023,11,4,2023-11,Reserved Instance Candidate,43.28
11/1/2023,AWS,RDS,Sales,Lead Scoring,us-west-2,Staging,161.84,339.98,units,SAL-534,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,RDS,Sales,Lead Scoring,eu-west-1,Testing,77.38,305.41,units,SAL-202,2023,11,4,2023-11,Optimized,0
11/1/2023,AWS,Lambda,Sales,Lead Scoring,us-west-2,Production,120.91,604565442.5,requests,SAL-159,2023,11,4,2023-11,Reserved Instance Candidate,45.53
