date,cloud,account_id,gcp_project_id,service,region,resource_id,resource_type,cost_unblended_usd,usage_qty,usage_unit,tag_team,tag_env,tag_app,tag_owner
11/9/2025,gcp,,gcp-proj-ml,bigquery,us-east4,bigquery-8067,bq-jobs,18.27,3.62,tb_scanned,finops,nonprod,rag-service,finops_owner
11/9/2025,gcp,,gcp-proj-data,bigquery,us-east4,bigquery-3671,bq-jobs,43.5,8.61,tb_scanned,,prod,risk-monitor,
11/9/2025,gcp,,gcp-proj-ml,bigquery,us-east4,bigquery-8571,bq-jobs,47,8.68,tb_scanned,platform,prod,risk-monitor,platform_owner
11/9/2025,gcp,,gcp-proj-data,bigquery,us-central1,bigquery-5666,bq-jobs,36.81,7.34,tb_scanned,,,risk-monitor,finops_owner
11/9/2025,gcp,,gcp-proj-data,bigquery,us-east4,bigquery-4569,bq-jobs,49.53,10.38,tb_scanned,mlops,nonprod,data-lake,mlops_owner
11/9/2025,gcp,,gcp-proj-data,bigquery,us-central1,bigquery-2479,bq-jobs,54.68,10.01,tb_scanned,security,prod,finops-core,security_owner
11/9/2025,gcp,,gcp-proj-data,bigquery,us-east4,bigquery-7895,bq-jobs,23.37,5.43,tb_scanned,data,prod,agent-platform,data_owner
11/9/2025,gcp,,gcp-proj-ml,bigquery,us-central1,bigquery-5279,bq-jobs,14.68,3.15,tb_scanned,platform,nonprod,agent-platform,platform_owner
11/9/2025,gcp,,gcp-proj-ml,bigquery,us-central1,bigquery-1996,bq-jobs,21.44,4.57,tb_scanned,data,prod,risk-monitor,data_owner
11/9/2025,gcp,,gcp-proj-data,cloud_logging,us-east4,cloud_logging-5194,metrics,5.17,62.47,gb_ingested,platform,prod,risk-monitor,platform_owner
11/9/2025,gcp,,gcp-proj-ml,cloud_logging,us-east4,cloud_logging-3847,metrics,9.46,110.41,gb_ingested,mlops,prod,data-lake,mlops_owner
11/9/2025,gcp,,gcp-proj-data,cloud_logging,us-east4,cloud_logging-8007,logs,5.17,60.76,gb_ingested,finops,nonprod,rag-service,finops_owner
11/9/2025,gcp,,gcp-proj-ml,cloud_logging,us-east4,cloud_logging-1243,logs,1.43,17.18,gb_ingested,,,,
11/9/2025,gcp,,gcp-proj-data,cloud_logging,us-east4,cloud_logging-8978,metrics,2.47,31.5,gb_ingested,finops,nonprod,agent-platform,finops_owner
11/9/2025,gcp,,gcp-proj-ml,cloud_logging,us-central1,cloud_logging-2001,logs,3.65,50.43,gb_ingested,security,prod,rag-service,security_owner
11/9/2025,gcp,,gcp-proj-ml,cloud_logging,us-central1,cloud_logging-4112,metrics,3.78,50.48,gb_ingested,platform,prod,finops-core,platform_owner
11/9/2025,gcp,,gcp-proj-data,cloud_logging,us-east4,cloud_logging-1429,metrics,2.13,27.93,gb_ingested,finops,prod,risk-monitor,finops_owner
11/9/2025,gcp,,gcp-proj-ml,cloud_logging,us-east4,cloud_logging-2851,metrics,2.75,38.35,gb_ingested,data,nonprod,rag-service,data_owner
11/10/2025,aws,aws-acct-002,,ec2,us-west-2,ec2-9835,vm-small,3.55,37.71,instance_hours,security,nonprod,rag-service,security_owner
11/10/2025,aws,aws-acct-002,,ec2,us-east-1,ec2-1531,vm-gpu-l4,29.11,102.18,instance_hours,platform,prod,risk-monitor,platform_owner
11/10/2025,aws,aws-acct-002,,ec2,us-west-2,ec2-6104,vm-gpu-l4,13.55,52.41,instance_hours,mlops,prod,rag-service,mlops_owner
11/10/2025,aws,aws-acct-001,,ec2,us-east-1,ec2-6691,vm-medium,2.07,25.58,instance_hours,data,nonprod,risk-monitor,data_owner
11/10/2025,aws,aws-acct-001,,ec2,us-west-2,ec2-2214,vm-medium,3.98,50.99,instance_hours,mlops,nonprod,rag-service,mlops_owner
11/10/2025,aws,aws-acct-001,,ec2,us-west-2,ec2-1911,vm-medium,3.54,42.55,instance_hours,finops,prod,data-lake,finops_owner
11/10/2025,aws,aws-acct-001,,ec2,us-west-2,ec2-6098,vm-gpu-l4,63.68,254.89,instance_hours,platform,prod,agent-platform,platform_owner
11/10/2025,aws,aws-acct-001,,ec2,us-east-1,ec2-5045,vm-gpu-l4,9.52,37.97,instance_hours,finops,nonprod,finops-core,finops_owner
11/10/2025,aws,aws-acct-002,,ec2,us-west-2,ec2-5988,vm-gpu-a10,28.55,106.23,instance_hours,platform,nonprod,finops-core,platform_owner
11/10/2025,aws,aws-acct-002,,eks,us-west-2,eks-9299,k8s-nodes,3.96,67.84,node_hours,finops,prod,finops-core,finops_owner
11/10/2025,aws,aws-acct-001,,eks,us-east-1,eks-2798,k8s-nodes,5.55,110.77,node_hours,data,prod,rag-service,data_owner
11/10/2025,aws,aws-acct-002,,eks,us-west-2,eks-7316,k8s-nodes,1.92,40.24,node_hours,data,nonprod,agent-platform,data_owner
11/10/2025,aws,aws-acct-001,,eks,us-west-2,eks-6935,k8s-nodes,2.05,39.96,node_hours,data,nonprod,risk-monitor,data_owner
11/10/2025,aws,aws-acct-001,,eks,us-west-2,eks-7575,k8s-nodes,0.42,8.65,node_hours,platform,prod,agent-platform,platform_owner
11/10/2025,aws,aws-acct-002,,eks,us-east-1,eks-8319,k8s-nodes,4.23,92.5,node_hours,data,prod,rag-service,data_owner
11/10/2025,aws,aws-acct-002,,eks,us-west-2,eks-1873,k8s-nodes,3.28,65.32,node_hours,platform,prod,finops-core,platform_owner
11/10/2025,aws,aws-acct-001,,eks,us-east-1,eks-9781,k8s-nodes,0.69,13.83,node_hours,finops,nonprod,rag-service,finops_owner
11/10/2025,aws,aws-acct-001,,eks,us-west-2,eks-6752,k8s-nodes,1.95,46.63,node_hours,security,prod,finops-core,security_owner
11/10/2025,aws,aws-acct-001,,eks,us-east-1,eks-9492,k8s-nodes,4.03,95.64,node_hours,mlops,prod,data-lake,mlops_owner
11/10/2025,aws,aws-acct-001,,eks,us-west-2,eks-6294,k8s-nodes,2.42,46.63,node_hours,security,prod,data-lake,security_owner
11/10/2025,aws,aws-acct-002,,eks,us-east-1,eks-4216,k8s-nodes,6.26,113.41,node_hours,platform,prod,rag-service,platform_owner
11/10/2025,aws,aws-acct-001,,eks,us-west-2,eks-7429,k8s-nodes,2.64,53.94,node_hours,security,prod,agent-platform,security_owner
11/10/2025,aws,aws-acct-001,,s3,us-east-1,s3-6818,bucket-std,3.49,228.58,gb_month,data,nonprod,risk-monitor,data_owner
11/10/2025,aws,aws-acct-002,,s3,us-west-2,s3-1407,bucket-std,2.9,166.06,gb_month,mlops,prod,rag-service,mlops_owner
11/10/2025,aws,aws-acct-001,,s3,us-west-2,s3-8773,bucket-archive,1.25,74.15,gb_month,platform,nonprod,rag-service,platform_owner
11/10/2025,aws,aws-acct-001,,s3,us-east-1,s3-3957,bucket-archive,2.73,153.27,gb_month,security,nonprod,data-lake,security_owner
11/10/2025,aws,aws-acct-002,,s3,us-east-1,s3-9596,bucket-archive,5.81,282.25,gb_month,finops,prod,agent-platform,finops_owner
11/10/2025,aws,aws-acct-002,,s3,us-west-2,s3-8698,bucket-archive,4.1,209.73,gb_month,platform,nonprod,agent-platform,platform_owner
11/10/2025,aws,aws-acct-002,,s3,us-west-2,s3-7597,snapshot,4.21,217.8,gb_month,platform,prod,data-lake,platform_owner
11/10/2025,aws,aws-acct-002,,s3,us-east-1,s3-5270,bucket-std,2.98,167.1,gb_month,platform,nonprod,agent-platform,platform_owner
11/10/2025,aws,aws-acct-001,,rds,us-west-2,rds-2061,postgres-medium,4.54,40.39,db_hours,data,prod,risk-monitor,data_owner
11/10/2025,aws,aws-acct-001,,rds,us-east-1,rds-9652,postgres-medium,1.43,12.41,db_hours,finops,prod,risk-monitor,finops_owner
11/10/2025,aws,aws-acct-002,,rds,us-east-1,rds-5029,postgres-small,2.82,24.3,db_hours,finops,prod,agent-platform,finops_owner
11/10/2025,aws,aws-acct-001,,rds,us-west-2,rds-4176,postgres-small,2.4,21.03,db_hours,platform,nonprod,agent-platform,platform_owner
11/10/2025,aws,aws-acct-002,,rds,us-west-2,rds-4317,postgres-medium,8.33,70.73,db_hours,mlops,nonprod,rag-service,mlops_owner
11/10/2025,aws,aws-acct-002,,rds,us-west-2,rds-4860,postgres-medium,2.65,23.76,db_hours,finops,prod,rag-service,finops_owner
11/10/2025,aws,aws-acct-001,,rds,us-east-1,rds-5945,postgres-small,6.36,63.56,db_hours,data,prod,finops-core,data_owner
11/10/2025,aws,aws-acct-001,,rds,us-west-2,rds-6381,postgres-medium,3.94,34.17,db_hours,finops,prod,risk-monitor,finops_owner
11/10/2025,aws,aws-acct-001,,rds,us-west-2,rds-8122,postgres-medium,11.56,117.19,db_hours,platform,prod,rag-service,platform_owner
11/10/2025,aws,aws-acct-002,,cloudwatch,us-east-1,cloudwatch-1985,metrics,0.32,126.41,metrics,security,nonprod,agent-platform,security_owner
11/10/2025,aws,aws-acct-001,,cloudwatch,us-east-1,cloudwatch-4793,logs,0.67,285.04,metrics,platform,prod,data-lake,platform_owner
11/10/2025,aws,aws-acct-002,,cloudwatch,us-east-1,cloudwatch-1893,metrics,0.36,158.58,metrics,mlops,prod,rag-service,mlops_owner
11/10/2025,aws,aws-acct-002,,cloudwatch,us-east-1,cloudwatch-5858,metrics,1.85,670.24,metrics,mlops,prod,data-lake,mlops_owner
11/10/2025,aws,aws-acct-001,,cloudwatch,us-east-1,cloudwatch-5027,metrics,0.75,254.58,metrics,platform,prod,risk-monitor,platform_owner
11/10/2025,aws,aws-acct-002,,cloudwatch,us-east-1,cloudwatch-7390,metrics,1.43,560.88,metrics,security,prod,rag-service,security_owner
11/10/2025,aws,aws-acct-001,,cloudwatch,us-west-2,cloudwatch-1339,metrics,0.68,306.52,metrics,platform,nonprod,risk-monitor,platform_owner
11/10/2025,gcp,,gcp-proj-data,compute_engine,us-central1,compute_engine-9138,vm-medium,5.81,85.49,vCPU_hours,platform,prod,data-lake,platform_owner
11/10/2025,gcp,,gcp-proj-ml,compute_engine,us-east4,compute_engine-9054,vm-medium,3.95,55.31,vCPU_hours,platform,nonprod,data-lake,platform_owner
11/10/2025,gcp,,gcp-proj-ml,compute_engine,us-central1,compute_engine-5851,vm-small,3.87,62.61,vCPU_hours,data,prod,finops-core,data_owner
11/10/2025,gcp,,gcp-proj-data,compute_engine,us-east4,compute_engine-2555,vm-gpu-l4,25.43,94.96,vCPU_hours,finops,prod,agent-platform,finops_owner
11/10/2025,gcp,,gcp-proj-data,compute_engine,us-central1,compute_engine-4395,vm-medium,14.03,168.48,vCPU_hours,platform,prod,risk-monitor,platform_owner
11/10/2025,gcp,,gcp-proj-data,compute_engine,us-central1,compute_engine-4537,vm-small,3.4,59.45,vCPU_hours,security,prod,data-lake,security_owner
11/10/2025,gcp,,gcp-proj-data,compute_engine,us-east4,compute_engine-7252,vm-gpu-l4,12.54,50.61,vCPU_hours,data,nonprod,risk-monitor,data_owner
11/10/2025,gcp,,gcp-proj-ml,compute_engine,us-central1,compute_engine-6297,vm-medium,7.89,126.13,vCPU_hours,platform,prod,finops-core,platform_owner
11/10/2025,gcp,,gcp-proj-ml,compute_engine,us-central1,compute_engine-3450,vm-gpu-a10,10.75,46.68,vCPU_hours,security,nonprod,rag-service,security_owner
11/10/2025,gcp,,gcp-proj-ml,gke,us-central1,gke-8531,k8s-nodes,7.48,147.77,node_hours,,prod,finops-core,
11/10/2025,gcp,,gcp-proj-data,gke,us-east4,gke-2650,k8s-nodes,1.81,37.87,node_hours,data,nonprod,data-lake,data_owner
11/10/2025,gcp,,gcp-proj-data,gke,us-east4,gke-2498,k8s-nodes,2.46,52.23,node_hours,data,prod,finops-core,data_owner
11/10/2025,gcp,,gcp-proj-ml,gke,us-east4,gke-6396,k8s-nodes,3.71,78.34,node_hours,data,prod,finops-core,data_owner
11/10/2025,gcp,,gcp-proj-data,gke,us-east4,gke-8328,k8s-nodes,3.52,72.93,node_hours,data,prod,data-lake,data_owner
11/10/2025,gcp,,gcp-proj-data,gke,us-central1,gke-8754,k8s-nodes,2.66,58.17,node_hours,,prod,risk-monitor,
11/10/2025,gcp,,gcp-proj-data,gke,us-central1,gke-2506,k8s-nodes,1.77,37.11,node_hours,finops,prod,data-lake,finops_owner
11/10/2025,gcp,,gcp-proj-data,gke,us-east4,gke-1634,k8s-nodes,3.51,74.9,node_hours,data,prod,risk-monitor,data_owner
11/10/2025,gcp,,gcp-proj-data,gke,us-central1,gke-6229,k8s-nodes,3.74,75.49,node_hours,finops,prod,finops-core,finops_owner
11/10/2025,gcp,,gcp-proj-data,gke,us-east4,gke-1346,k8s-nodes,2.42,50.39,node_hours,platform,prod,data-lake,platform_owner
11/10/2025,gcp,,gcp-proj-data,cloud_storage,us-east4,cloud_storage-5785,snapshot,2.53,133.54,gb_month,platform,prod,finops-core,platform_owner
11/10/2025,gcp,,gcp-proj-ml,cloud_storage,us-east4,cloud_storage-5719,bucket-std,2.72,163.39,gb_month,security,prod,risk-monitor,security_owner
11/10/2025,gcp,,gcp-proj-ml,cloud_storage,us-central1,cloud_storage-2562,snapshot,4.91,277.57,gb_month,security,prod,data-lake,security_owner
11/10/2025,gcp,,gcp-proj-data,cloud_storage,us-east4,cloud_storage-4094,bucket-archive,2.31,150.57,gb_month,mlops,nonprod,rag-service,mlops_owner
11/10/2025,gcp,,gcp-proj-data,cloud_storage,us-central1,cloud_storage-3611,bucket-std,2.35,142.98,gb_month,finops,prod,agent-platform,finops_owner
11/10/2025,gcp,,gcp-proj-data,cloud_storage,us-central1,cloud_storage-6463,snapshot,4.79,254.89,gb_month,security,prod,agent-platform,security_owner
11/10/2025,gcp,,gcp-proj-ml,bigquery,us-east4,bigquery-6324,bq-jobs,85.23,14.43,tb_scanned,,nonprod,,platform_owner
11/10/2025,gcp,,gcp-proj-data,bigquery,us-central1,bigquery-7790,bq-jobs,43.17,8.92,tb_scanned,platform,prod,finops-core,platform_owner
11/10/2025,gcp,,gcp-proj-ml,bigquery,us-east4,bigquery-4505,bq-jobs,86.43,17.35,tb_scanned,mlops,nonprod,agent-platform,mlops_owner
11/10/2025,gcp,,gcp-proj-ml,bigquery,us-central1,bigquery-2017,bq-jobs,29.21,5.69,tb_scanned,finops,nonprod,data-lake,finops_owner
11/10/2025,gcp,,gcp-proj-ml,bigquery,us-central1,bigquery-8503,bq-jobs,32.5,5.96,tb_scanned,data,prod,finops-core,data_owner
11/10/2025,gcp,,gcp-proj-data,bigquery,us-central1,bigquery-2430,bq-jobs,28.83,5.8,tb_scanned,mlops,nonprod,rag-service,mlops_owner
11/10/2025,gcp,,gcp-proj-data,bigquery,us-central1,bigquery-6503,bq-jobs,97.55,19.86,tb_scanned,,prod,,
11/10/2025,gcp,,gcp-proj-data,bigquery,us-east4,bigquery-7823,bq-jobs,50.67,9.84,tb_scanned,platform,prod,data-lake,platform_owner
11/10/2025,gcp,,gcp-proj-data,bigquery,us-east4,bigquery-1238,bq-jobs,60.62,12.11,tb_scanned,platform,prod,finops-core,platform_owner
11/10/2025,gcp,,gcp-proj-data,bigquery,us-central1,bigquery-4391,bq-jobs,36.31,6.61,tb_scanned,finops,prod,finops-core,finops_owner
11/10/2025,gcp,,gcp-proj-ml,bigquery,us-central1,bigquery-8638,bq-jobs,56.99,9.87,tb_scanned,data,prod,risk-monitor,data_owner
11/10/2025,gcp,,gcp-proj-data,bigquery,us-central1,bigquery-9932,bq-jobs,144.19,27.25,tb_scanned,finops,prod,agent-platform,finops_owner
11/10/2025,gcp,,gcp-proj-ml,bigquery,us-central1,bigquery-2835,bq-jobs,45.73,8.55,tb_scanned,data,prod,finops-core,data_owner
11/10/2025,gcp,,gcp-proj-data,cloud_logging,us-central1,cloud_logging-5746,metrics,4.39,60.91,gb_ingested,data,prod,finops-core,data_owner
11/10/2025,gcp,,gcp-proj-data,cloud_logging,us-central1,cloud_logging-6331,logs,7.06,90.26,gb_ingested,platform,nonprod,rag-service,platform_owner
11/10/2025,gcp,,gcp-proj-data,cloud_logging,us-central1,cloud_logging-8594,logs,3.9,48.4,gb_ingested,security,nonprod,rag-service,security_owner
11/10/2025,gcp,,gcp-proj-ml,cloud_logging,us-central1,cloud_logging-5570,metrics,4.31,48.43,gb_ingested,platform,nonprod,agent-platform,platform_owner
11/10/2025,gcp,,gcp-proj-data,cloud_logging,us-east4,cloud_logging-1560,logs,3.46,47.62,gb_ingested,mlops,prod,rag-service,mlops_owner
11/10/2025,gcp,,gcp-proj-data,cloud_logging,us-central1,cloud_logging-6288,logs,6.98,84.31,gb_ingested,finops,prod,data-lake,finops_owner
11/11/2025,aws,aws-acct-001,,ec2,us-west-2,ec2-7191,vm-medium,7.5,84.33,instance_hours,data,nonprod,rag-service,data_owner
11/11/2025,aws,aws-acct-001,,ec2,us-east-1,ec2-4949,vm-gpu-l4,41.1,153.99,instance_hours,platform,prod,rag-service,platform_owner
11/11/2025,aws,aws-acct-002,,ec2,us-west-2,ec2-8085,vm-gpu-l4,33.08,115,instance_hours,data,prod,finops-core,data_owner
11/11/2025,aws,aws-acct-001,,ec2,us-east-1,ec2-9606,vm-gpu-l4,48.52,188.64,instance_hours,data,nonprod,risk-monitor,data_owner
11/11/2025,aws,aws-acct-001,,ec2,us-west-2,ec2-9477,vm-small,6,69.76,instance_hours,finops,nonprod,finops-core,finops_owner
11/11/2025,aws,aws-acct-001,,ec2,us-east-1,ec2-5256,vm-gpu-l4,36.89,112.08,instance_hours,data,prod,risk-monitor,data_owner
11/11/2025,aws,aws-acct-002,,ec2,us-west-2,ec2-2910,vm-small,2.71,33.07,instance_hours,platform,prod,finops-core,platform_owner
11/11/2025,aws,aws-acct-001,,ec2,us-west-2,ec2-7214,vm-small,9.92,115.47,instance_hours,platform,prod,finops-core,platform_owner
11/11/2025,aws,aws-acct-002,,ec2,us-east-1,ec2-2867,vm-medium,7.21,92.4,instance_hours,finops,prod,rag-service,finops_owner
11/11/2025,aws,aws-acct-001,,ec2,us-east-1,ec2-2802,vm-small,7.51,100.64,instance_hours,platform,prod,agent-platform,platform_owner
11/11/2025,aws,aws-acct-001,,ec2,us-east-1,ec2-8438,vm-gpu-l4,33.91,124.84,instance_hours,security,nonprod,rag-service,security_owner
11/11/2025,aws,aws-acct-001,,ec2,us-west-2,ec2-8332,vm-medium,3.39,43.2,instance_hours,mlops,nonprod,agent-platform,mlops_owner
11/11/2025,aws,aws-acct-001,,ec2,us-west-2,ec2-6802,vm-small,10.53,117.16,instance_hours,finops,prod,finops-core,finops_owner
11/11/2025,aws,aws-acct-001,,eks,us-east-1,eks-6406,k8s-nodes,2.09,44.86,node_hours,security,prod,rag-service,security_owner
11/11/2025,aws,aws-acct-001,,eks,us-west-2,eks-9326,k8s-nodes,5.05,105.42,node_hours,platform,prod,agent-platform,platform_owner
11/11/2025,aws,aws-acct-001,,eks,us-west-2,eks-9740,k8s-nodes,3.31,69.78,node_hours,finops,prod,data-lake,finops_owner
11/11/2025,aws,aws-acct-002,,eks,us-east-1,eks-9782,k8s-nodes,2.95,54.66,node_hours,platform,prod,data-lake,platform_owner
11/11/2025,aws,aws-acct-001,,eks,us-east-1,eks-8645,k8s-nodes,0.82,17.54,node_hours,finops,nonprod,rag-service,finops_owner
11/11/2025,aws,aws-acct-001,,eks,us-west-2,eks-9882,k8s-nodes,2.99,55.4,node_hours,platform,nonprod,agent-platform,platform_owner
11/11/2025,aws,aws-acct-001,,eks,us-east-1,eks-4669,k8s-nodes,4.36,83.51,node_hours,security,prod,data-lake,security_owner
11/11/2025,aws,aws-acct-001,,eks,us-west-2,eks-1273,k8s-nodes,4.32,93.44,node_hours,security,prod,risk-monitor,security_owner
11/11/2025,aws,aws-acct-001,,eks,us-west-2,eks-8283,k8s-nodes,0.44,9.47,node_hours,platform,prod,data-lake,platform_owner
11/11/2025,aws,aws-acct-001,,eks,us-west-2,eks-1502,k8s-nodes,0.34,7.12,node_hours,data,nonprod,data-lake,data_owner
11/11/2025,aws,aws-acct-002,,s3,us-west-2,s3-6489,bucket-archive,2.35,141.59,gb_month,data,prod,finops-core,data_owner
11/11/2025,aws,aws-acct-002,,s3,us-east-1,s3-7501,bucket-std,3.19,178.06,gb_month,mlops,prod,rag-service,mlops_owner
11/11/2025,aws,aws-acct-001,,s3,us-east-1,s3-7028,snapshot,2.78,157.89,gb_month,security,nonprod,risk-monitor,security_owner
11/11/2025,aws,aws-acct-001,,s3,us-west-2,s3-1603,bucket-archive,2.29,123.67,gb_month,finops,nonprod,rag-service,finops_owner
11/11/2025,aws,aws-acct-001,,s3,us-east-1,s3-9711,bucket-archive,1.62,95.51,gb_month,finops,nonprod,agent-platform,finops_owner
11/11/2025,aws,aws-acct-002,,s3,us-west-2,s3-8008,bucket-archive,6.09,345.51,gb_month,platform,prod,rag-service,platform_owner
11/11/2025,aws,aws-acct-002,,s3,us-west-2,s3-9706,bucket-archive,5.3,289.72,gb_month,security,prod,finops-core,security_owner
11/11/2025,aws,aws-acct-002,,rds,us-west-2,rds-2713,postgres-small,6.5,51.98,db_hours,data,prod,finops-core,data_owner
11/11/2025,aws,aws-acct-001,,rds,us-west-2,rds-2439,postgres-small,8.36,74.63,db_hours,mlops,prod,agent-platform,mlops_owner
11/11/2025,aws,aws-acct-002,,rds,us-east-1,rds-7397,postgres-small,1.86,16.96,db_hours,finops,prod,agent-platform,finops_owner
11/11/2025,aws,aws-acct-002,,rds,us-east-1,rds-7324,postgres-small,3.08,29.91,db_hours,finops,nonprod,finops-core,finops_owner
11/11/2025,aws,aws-acct-001,,rds,us-west-2,rds-8893,postgres-small,1.81,14.81,db_hours,platform,nonprod,risk-monitor,platform_owner
11/11/2025,aws,aws-acct-002,,rds,us-east-1,rds-4695,postgres-medium,0.95,8.45,db_hours,,nonprod,,
11/11/2025,aws,aws-acct-002,,rds,us-east-1,rds-5560,postgres-small,2.86,29.89,db_hours,mlops,prod,risk-monitor,mlops_owner
11/11/2025,aws,aws-acct-002,,rds,us-west-2,rds-1155,postgres-medium,4.72,41.42,db_hours,data,nonprod,data-lake,data_owner
11/11/2025,aws,aws-acct-002,,rds,us-east-1,rds-8968,postgres-small,7.37,67.02,db_hours,platform,prod,rag-service,platform_owner
11/11/2025,aws,aws-acct-002,,rds,us-west-2,rds-5381,postgres-small,2.59,24.16,db_hours,,prod,finops-core,mlops_owner
11/11/2025,aws,aws-acct-002,,rds,us-west-2,rds-1388,postgres-medium,4.31,37.41,db_hours,mlops,prod,rag-service,mlops_owner
11/11/2025,aws,aws-acct-002,,rds,us-east-1,rds-3423,postgres-small,4.53,40.51,db_hours,finops,prod,rag-service,finops_owner
11/11/2025,aws,aws-acct-002,,cloudwatch,us-east-1,cloudwatch-4621,metrics,1.2,509.05,metrics,finops,prod,agent-platform,finops_owner
11/11/2025,aws,aws-acct-001,,cloudwatch,us-east-1,cloudwatch-5105,logs,0.41,161.2,metrics,platform,prod,rag-service,platform_owner
11/11/2025,aws,aws-acct-002,,cloudwatch,us-east-1,cloudwatch-5148,metrics,0.94,389.13,metrics,platform,prod,data-lake,platform_owner
11/11/2025,aws,aws-acct-001,,cloudwatch,us-east-1,cloudwatch-3390,logs,0.83,362.38,metrics,data,prod,finops-core,data_owner
11/11/2025,aws,aws-acct-001,,cloudwatch,us-west-2,cloudwatch-8634,logs,0.56,236.13,metrics,finops,prod,agent-platform,finops_owner
11/11/2025,aws,aws-acct-001,,cloudwatch,us-west-2,cloudwatch-7045,metrics,1.39,533.95,metrics,mlops,nonprod,finops-core,mlops_owner
11/11/2025,aws,aws-acct-001,,cloudwatch,us-east-1,cloudwatch-6500,logs,0.81,339.02,metrics,data,prod,rag-service,data_owner
11/11/2025,aws,aws-acct-001,,cloudwatch,us-west-2,cloudwatch-5530,metrics,0.42,163.56,metrics,platform,prod,rag-service,platform_owner
11/11/2025,aws,aws-acct-001,,cloudwatch,us-east-1,cloudwatch-1115,logs,0.28,118.1,metrics,finops,prod,rag-service,finops_owner
11/11/2025,aws,aws-acct-001,,cloudwatch,us-west-2,cloudwatch-2646,logs,0.82,311.89,metrics,mlops,nonprod,agent-platform,mlops_owner
11/11/2025,aws,aws-acct-002,,cloudwatch,us-west-2,cloudwatch-6638,logs,0.6,267.13,metrics,platform,nonprod,rag-service,platform_owner
11/11/2025,gcp,,gcp-proj-data,compute_engine,us-central1,compute_engine-4134,vm-medium,9.27,100.26,vCPU_hours,,,agent-platform,platform_owner
11/11/2025,gcp,,gcp-proj-data,compute_engine,us-east4,compute_engine-2124,vm-small,4.34,61.98,vCPU_hours,,prod,,security_owner
11/11/2025,gcp,,gcp-proj-data,compute_engine,us-east4,compute_engine-4800,vm-gpu-a10,38.7,179.06,vCPU_hours,security,prod,data-lake,security_owner
11/11/2025,gcp,,gcp-proj-data,compute_engine,us-central1,compute_engine-4796,vm-medium,6.41,94.05,vCPU_hours,mlops,prod,finops-core,mlops_owner
11/11/2025,gcp,,gcp-proj-ml,compute_engine,us-east4,compute_engine-3941,vm-gpu-l4,11.97,46.42,vCPU_hours,finops,prod,finops-core,finops_owner
11/11/2025,gcp,,gcp-proj-data,compute_engine,us-east4,compute_engine-9683,vm-medium,3.5,52.67,vCPU_hours,mlops,prod,agent-platform,mlops_owner
11/11/2025,gcp,,gcp-proj-data,compute_engine,us-central1,compute_engine-9131,vm-gpu-l4,13.34,59.49,vCPU_hours,platform,nonprod,finops-core,platform_owner
11/11/2025,gcp,,gcp-proj-data,compute_engine,us-central1,compute_engine-5463,vm-gpu-a10,20.47,83.85,vCPU_hours,,prod,,mlops_owner
11/11/2025,gcp,,gcp-proj-ml,compute_engine,us-central1,compute_engine-1203,vm-gpu-a10,8.67,44.27,vCPU_hours,finops,nonprod,agent-platform,finops_owner
11/11/2025,gcp,,gcp-proj-ml,compute_engine,us-east4,compute_engine-2772,vm-gpu-l4,42.79,175.37,vCPU_hours,platform,prod,rag-service,platform_owner
11/11/2025,gcp,,gcp-proj-data,compute_engine,us-east4,compute_engine-4307,vm-gpu-a10,74.93,290.48,vCPU_hours,mlops,prod,data-lake,mlops_owner
11/11/2025,gcp,,gcp-proj-ml,gke,us-east4,gke-1231,k8s-nodes,1.91,40.6,node_hours,security,prod,rag-service,security_owner
11/11/2025,gcp,,gcp-proj-data,gke,us-central1,gke-2432,k8s-nodes,2.18,50.49,node_hours,data,prod,risk-monitor,data_owner
11/11/2025,gcp,,gcp-proj-ml,gke,us-east4,gke-1172,k8s-nodes,1.53,33.62,node_hours,finops,prod,risk-monitor,finops_owner
11/11/2025,gcp,,gcp-proj-data,gke,us-central1,gke-2935,k8s-nodes,0.84,23.57,node_hours,security,nonprod,agent-platform,security_owner
11/11/2025,gcp,,gcp-proj-ml,gke,us-east4,gke-8001,k8s-nodes,1.41,28.45,node_hours,security,nonprod,agent-platform,security_owner
11/11/2025,gcp,,gcp-proj-ml,gke,us-east4,gke-8642,k8s-nodes,1.46,33.31,node_hours,finops,prod,agent-platform,finops_owner
11/11/2025,gcp,,gcp-proj-ml,cloud_storage,us-east4,cloud_storage-5940,bucket-archive,1.25,62.49,gb_month,finops,prod,risk-monitor,finops_owner
11/11/2025,gcp,,gcp-proj-data,cloud_storage,us-east4,cloud_storage-1835,bucket-archive,4.05,236,gb_month,data,nonprod,rag-service,data_owner
11/11/2025,gcp,,gcp-proj-ml,cloud_storage,us-east4,cloud_storage-4109,bucket-archive,3.75,223.92,gb_month,security,prod,agent-platform,security_owner
11/11/2025,gcp,,gcp-proj-data,cloud_storage,us-east4,cloud_storage-1881,snapshot,2.82,158.66,gb_month,security,prod,risk-monitor,security_owner
11/11/2025,gcp,,gcp-proj-data,cloud_storage,us-central1,cloud_storage-9911,snapshot,3.93,246.01,gb_month,data,prod,finops-core,data_owner
11/11/2025,gcp,,gcp-proj-data,cloud_storage,us-central1,cloud_storage-3214,bucket-archive,5.3,300.2,gb_month,platform,prod,agent-platform,platform_owner
